timestamp,frame_id,laplacian_var,hf_energy,dark_speck_density,local_contrast,haze_veil_index,color_gray_brown_shift,illumination_level,motion_blur_flag
2026-03-16T15:43:59.699Z,232,50.408381,0.0,0.141618,68.138144,0.476501,0.951874,0.476501,0
2026-03-16T15:43:59.843Z,233,51.520558,0.0,0.142305,68.185347,0.476621,0.952029,0.476621,0
2026-03-16T15:43:59.973Z,234,51.297067,0.0,0.141637,68.261667,0.478249,0.95168,0.478249,0
2026-03-16T15:44:00.112Z,235,49.759738,0.0,0.149867,68.294831,0.477769,0.951766,0.477769,0
2026-03-16T15:44:00.243Z,236,51.210575,0.0,0.14999,68.371811,0.478604,0.951707,0.478604,0
2026-03-16T15:44:00.379Z,237,49.553384,0.0,0.142018,68.416435,0.478606,0.951747,0.478606,0
2026-03-16T15:44:00.516Z,238,50.035537,0.0,0.149359,68.428811,0.479391,0.951461,0.479391,0
2026-03-16T15:44:00.664Z,239,53.132637,0.0,0.149945,68.621349,0.480698,0.951408,0.480698,0
2026-03-16T15:44:00.806Z,240,49.644423,0.0,0.141624,68.54766,0.479591,0.951627,0.479591,0
2026-03-16T15:44:00.953Z,241,50.526505,0.0,0.142178,68.559174,0.47967,0.95157,0.47967,0
2026-03-16T15:44:01.091Z,242,50.915984,0.0,0.149118,68.525388,0.479701,0.951736,0.479701,0
2026-03-16T15:44:01.234Z,243,50.442793,0.0,0.149049,68.541437,0.480752,0.951578,0.480752,0
2026-03-16T15:44:01.376Z,244,49.033782,0.0,0.149492,68.547085,0.480304,0.951757,0.480304,0
2026-03-16T15:44:01.515Z,245,49.642136,0.0,0.14959,68.578621,0.480137,0.951817,0.480137,0
2026-03-16T15:44:01.632Z,246,50.826201,0.0,0.148359,68.469346,0.480179,0.951541,0.480179,0
2026-03-16T15:44:01.749Z,247,48.571768,0.0,0.149492,68.462725,0.480069,0.951649,0.480069,0
